COVID-19 Vaccinations Equity
Date generated: Mon Oct 04 2021 17:46:26 GMT+0100 (British Summer Time)
County,State,SVI,County of Residence Reporting Completeness,Percent of total population fully vaccinated,Percent of 12+ pop fully vaccinated,Percent of 18+ pop fully vaccinated,Percent of 65+ pop fully vaccinated
Butler County,OH ,Low-Mod,98.7,48.7,57.3,59.4,81.8
Carroll County,OH ,Low,98.7,38.4,44.2,46.9,73.7
Champaign County,OH ,Low-Mod,98.7,39.2,45.5,48.5,73.2
Clark County,OH ,Mod-High,98.7,45.5,53.2,55.8,81.7
Clermont County,OH ,Low,98.7,49.6,58.1,60.2,83.3
Clinton County,OH ,Low-Mod,98.7,40.9,48,50.7,79.2
Columbiana County,OH ,Low-Mod,98.7,42.9,49.3,51.9,78.5
Coshocton County,OH ,Mod-High,98.7,33.9,40.1,43,69.3
Crawford County,OH ,Low-Mod,98.7,39.6,46,49,76.7
Cuyahoga County,OH ,Mod-High,98.7,56.1,64.9,66.8,84
Darke County,OH ,Low,98.7,34.1,40.2,43.3,74.5
Defiance County,OH ,Low,98.7,43.4,50.7,53.6,81.1
Delaware County,OH ,Low,98.7,64.8,77.4,79.2,93.6
Erie County,OH ,Low-Mod,98.7,52.7,60.5,63.4,85.8
Fairfield County,OH ,Low,98.7,49.4,58.3,60.5,84.5
Fayette County,OH ,Mod-High,98.7,37.7,44.4,47.1,76.9
Franklin County,OH ,Mod-High,98.7,55.3,65.8,67.4,86.9
Fulton County,OH ,Low,98.7,46,54.2,57.3,84.1
Gallia County,OH ,Mod-High,98.7,38.8,45.7,48.6,76.2
Geauga County,OH ,Low,98.7,54.6,63.3,66.1,85
Greene County,OH ,Low,98.7,56.1,64.9,66.6,87.2
Guernsey County,OH ,Mod-High,98.7,39,45.5,48.5,76.3
Hamilton County,OH ,Mod-High,98.7,54.3,64.2,66.2,86.2
Hancock County,OH ,Low,98.7,44.7,52.2,54.6,79.3
Hardin County,OH ,Low-Mod,98.7,32.7,38.5,41.1,76.1
Harrison County,OH ,Mod-High,98.7,37.4,43,45.9,74.3
Henry County,OH ,Low,98.7,47.8,56.2,59.3,87.9
Highland County,OH ,Mod-High,98.7,32.5,38.3,41.1,67.3
Hocking County,OH ,Low-Mod,98.7,40.9,47.5,50,74.5
Holmes County,OH ,Low-Mod,98.7,16.1,20.1,22.4,48.7
Huron County,OH ,Low-Mod,98.7,41.5,49.2,52.3,81
Jackson County,OH ,High,98.7,39.8,47.3,50.1,76.4
Jefferson County,OH ,Mod-High,98.7,43.6,49.8,52,77.7
Knox County,OH ,Low-Mod,98.7,37.9,44.4,46.8,74.5
Lake County,OH ,Low,98.7,57.6,65.7,67.8,86.8
Lawrence County,OH ,Mod-High,98.7,37.9,44,45.7,66.3
Licking County,OH ,Low,98.7,47.9,56.4,58.7,83.9
Logan County,OH ,Low-Mod,98.7,36.9,43.3,46.4,76.9
Lorain County,OH ,Mod-High,98.7,55.1,64.1,66.1,87.7
Lucas County,OH ,Mod-High,98.7,49.8,58.7,60.9,84.5
Madison County,OH ,Low-Mod,98.7,44.5,51.1,53.1,79.2
Mahoning County,OH ,Mod-High,98.7,49.7,57,59.5,81.7
Marion County,OH ,Mod-High,98.7,41.5,48.3,50.6,79.1
Medina County,OH ,Low,98.7,56.2,65.1,67.4,88.1
Meigs County,OH ,Mod-High,98.7,37.7,43.4,46.2,70.7
Mercer County,OH ,Low,98.7,33.7,40.8,44.3,77.6
Miami County,OH ,Low,98.7,41.4,48.6,51.4,76.5
Monroe County,OH ,Low-Mod,98.7,39.3,45.2,48,72.7
Montgomery County,OH ,Mod-High,98.7,48.7,57,59,80
Morgan County,OH ,Mod-High,98.7,36.4,41.9,44.6,68.2
Morrow County,OH ,Low,98.7,36.3,42.2,45,71.5
Muskingum County,OH ,Mod-High,98.7,42.3,49.6,52.7,81.5
Noble County,OH ,Low-Mod,98.7,37.2,42.5,44.5,44.6
Ottawa County,OH ,Low,98.7,55,61.9,64.2,83.7
Paulding County,OH ,Low-Mod,98.7,37.6,44.1,47.3,76.7
Perry County,OH ,Mod-High,98.7,35,41.3,44.2,72.4
Pickaway County,OH ,Low-Mod,98.7,43.8,50.7,53.1,80.7
Pike County,OH ,High,98.7,37.4,44,46.8,71
Portage County,OH ,Low,98.7,50.2,56.8,58.4,85.8
Preble County,OH ,Low,98.7,37.4,43.5,46.7,76.4
Putnam County,OH ,Low,98.7,42.5,51.2,54.8,84.2
Richland County,OH ,Mod-High,98.7,38,44.2,46.8,74.3
Ross County,OH ,Mod-High,98.7,44,50.9,53.8,80.5
Sandusky County,OH ,Low-Mod,98.7,46.5,54.2,57,86.2
Scioto County,OH ,High,98.7,42.4,49.3,51.8,69.5
Seneca County,OH ,Low-Mod,98.7,42.8,49.6,52.6,84.1
Shelby County,OH ,Low,98.7,31.4,37.3,40.3,68.1
Stark County,OH ,Low-Mod,98.7,47.5,55,57.3,81
Summit County,OH ,Low-Mod,98.7,55.1,63.8,65.5,84.9
Trumbull County,OH ,Low-Mod,98.7,48.2,55.4,57.8,78.9
Tuscarawas County,OH ,Low-Mod,98.7,38.7,45.6,48.3,74.5
Union County,OH ,Low,98.7,53.5,63.6,65.7,90.2
Van Wert County,OH ,Low,98.7,37.7,44.4,47.5,76.6
Vinton County,OH ,Mod-High,98.7,34.4,39.9,42,67.1
Warren County,OH ,Low,98.7,55.6,65.5,67.5,86.6
Washington County,OH ,Low-Mod,98.7,46.8,53.6,55.8,79.2
Wayne County,OH ,Low-Mod,98.7,39.5,47,49.8,77.5
Williams County,OH ,Low-Mod,98.7,39.7,46.4,49.3,81.1
Wood County,OH ,Low,98.7,54.4,62.7,64,91.6
Wyandot County,OH ,Low,98.7,42,49.1,52.3,79.7
Adair County,OK ,High,93.8,27.9,34,36.1,57.6
Alfalfa County,OK ,Low-Mod,93.8,40.4,46.6,49.7,69.7
Atoka County,OK ,High,93.8,30.3,35.6,38.3,56.8
Beaver County,OK ,Low-Mod,93.8,26,30.7,34,53.9
Beckham County,OK ,Mod-High,93.8,36,43.4,46.1,73.9
Blaine County,OK ,Mod-High,93.8,40,48.1,50.6,62.6
Bryan County,OK ,High,93.8,32.5,38.5,40.7,63.1
Caddo County,OK ,High,93.8,55.1,66.1,68.7,97.2
Canadian County,OK ,Low-Mod,93.8,49,59.1,61.4,81.1
Carter County,OK ,High,93.8,37.1,44.3,47.2,69.9
Cherokee County,OK ,High,93.8,38.9,45.4,46.7,66
Choctaw County,OK ,High,93.8,28.1,33.4,36,57.2
Cimarron County,OK ,Low-Mod,93.8,25.2,30.5,33.3,47.3
Cleveland County,OK ,Low-Mod,93.8,46,53.2,54,73.7
Coal County,OK ,High,93.8,34.8,41.1,44.2,63.8
Comanche County,OK ,High,93.8,49.2,58.7,60.1,78.7
Cotton County,OK ,Mod-High,93.8,38.9,45.4,47.4,69.1
Craig County,OK ,High,93.8,45.5,52.8,55.7,83.4
Creek County,OK ,Low-Mod,93.8,37.2,43.9,46.4,66.5
Custer County,OK ,High,93.8,41.7,50.1,52.2,80.7
Delaware County,OK ,High,93.8,31.6,36.1,37.8,53.7
Dewey County,OK ,Low,93.8,22.9,28,30.7,58.6
Ellis County,OK ,Low-Mod,93.8,31,36,39.3,65.6
Garfield County,OK ,Mod-High,93.8,42,50.8,53.6,78.1
Garvin County,OK ,Mod-High,93.8,41.1,49,52.4,81.9
Grady County,OK ,Low-Mod,93.8,32.6,38.4,40.8,61.6
Grant County,OK ,Low,93.8,36.9,43.8,47.1,70.6
Greer County,OK ,High,93.8,31.9,36.6,38.3,74.9
Harmon County,OK ,High,93.8,42,49.8,53,75.6
Harper County,OK ,Low-Mod,93.8,38.8,46.7,49.4,75.4
Haskell County,OK ,High,93.8,35.3,41.6,44.3,68.4
Hughes County,OK ,High,93.8,39.2,45.8,47.9,72.7
Jackson County,OK ,High,93.8,43.6,52.7,55.5,78.3
Jefferson County,OK ,High,93.8,35.7,42.5,46,70
Johnston County,OK ,High,93.8,35.4,41.9,44.9,63.8
Kay County,OK ,High,93.8,36.2,43.3,45.8,70.6
Kingfisher County,OK ,Low-Mod,93.8,39,47.3,50.4,71.3
Kiowa County,OK ,Mod-High,93.8,45.3,54.1,57.2,85
Latimer County,OK ,High,93.8,29.3,34.2,35.9,48.5
Le Flore County,OK ,High,93.8,33.9,40.1,42.6,67.2
Lincoln County,OK ,Low-Mod,93.8,34.3,40.3,42.8,64.7
Logan County,OK ,Low-Mod,93.8,29.1,34,35.9,55
Love County,OK ,Mod-High,93.8,34.9,41.6,44.4,64
Major County,OK ,Low-Mod,93.8,42.6,51.2,55.7,87.1
Marshall County,OK ,High,93.8,37.5,44,46.5,65.9
Mayes County,OK ,High,93.8,36.8,43.3,45.9,66.9
McClain County,OK ,Low,93.8,41.9,49.9,53.3,77.4
McCurtain County,OK ,High,93.8,29.3,35.3,38,59.5
McIntosh County,OK ,High,93.8,48.3,55.2,58,80.1
Murray County,OK ,Mod-High,93.8,39.4,46.2,49.2,68.4
Muskogee County,OK ,High,93.8,43,51.2,53.2,78.3
Noble County,OK ,Low-Mod,93.8,53.8,63.6,66.3,87
Nowata County,OK ,Mod-High,93.8,35.1,41.2,43.3,63.2
Okfuskee County,OK ,High,93.8,40.6,47.7,50,78.9
Oklahoma County,OK ,Mod-High,93.8,54.4,65.8,67.4,86.2
Okmulgee County,OK ,High,93.8,37,43.6,46.1,66.1
Osage County,OK ,Mod-High,93.8,29.3,33.8,35.2,47.2
Ottawa County,OK ,High,93.8,33,39.6,42.1,67.7
Pawnee County,OK ,Mod-High,93.8,42.7,50.2,52.6,75.2
Payne County,OK ,Mod-High,93.8,41.8,47.8,48.5,78
Pittsburg County,OK ,High,93.8,38.1,44.7,46.9,64.6
Pontotoc County,OK ,Mod-High,93.8,44.8,53.5,56,72.6
Pottawatomie County,OK ,High,93.8,40.8,48.2,50.2,76.7
Pushmataha County,OK ,High,93.8,30.1,35,37.5,55.2
Roger Mills County,OK ,Low-Mod,93.8,31.6,37.2,40.2,57.3
Rogers County,OK ,Low-Mod,93.8,39.9,46.9,49.2,74.3
Seminole County,OK ,High,93.8,45.1,53.6,56.5,78.6
Sequoyah County,OK ,High,93.8,33.7,39.7,41.8,62.2
Stephens County,OK ,Mod-High,93.8,40.9,48,50.9,77
Texas County,OK ,High,93.8,36.3,45,48.2,72.6
Tillman County,OK ,High,93.8,40.6,47.6,50.5,72.8
Tulsa County,OK ,Mod-High,93.8,52.6,63.2,65.4,87.7
Wagoner County,OK ,Low-Mod,93.8,40.4,47.8,50.1,69.3
Washington County,OK ,Low-Mod,93.8,36.6,43.4,45.3,64.4
Washita County,OK ,Low-Mod,93.8,33.2,39.5,42,64.3
Woods County,OK ,Low-Mod,93.8,35.5,41.4,43,76.7
Woodward County,OK ,Mod-High,93.8,32.9,39.2,41.7,70.9
Baker County,OR ,Mod-High,97.8,64.8,74.7,78.8,99.9
Benton County,OR ,Low-Mod,97.8,67.4,74.8,75.5,91.2
Clackamas County,OR ,Low,97.8,60.4,69.7,70.8,82.2
Clatsop County,OR ,Mod-High,97.8,58.4,66.4,68.3,81.2
Columbia County,OR ,Low-Mod,97.8,53.2,61.3,63.5,85.7
Coos County,OR ,Mod-High,97.8,50.6,57.4,59.4,75.7
Crook County,OR ,Mod-High,97.8,44.5,51.3,53.7,77.2
Curry County,OR ,Low-Mod,97.8,48.9,54,55.1,67.8
Deschutes County,OR ,Low,97.8,60.8,69.5,71,88.5
Douglas County,OR ,Mod-High,97.8,47.4,54.2,56.6,74.6
Gilliam County,OR ,Mod-High,97.8,38.5,43.9,45.6,59.1
Grant County,OR ,Mod-High,97.8,40.6,46,48.3,59.6
Harney County,OR ,Mod-High,97.8,39.3,45.4,47.6,63.2
Hood River County,OR ,Mod-High,97.8,73.5,86.4,88,93.3
Jackson County,OR ,Mod-High,97.8,51,58.9,60.8,78.4
Jefferson County,OR ,High,97.8,53.7,63.5,65.6,80.7
Josephine County,OR ,Mod-High,97.8,44.9,51.5,53.5,71.7
Klamath County,OR ,High,97.8,44,51.4,53.6,75.1
Lake County,OR ,High,97.8,35.3,40.3,42.6,63.9
Lane County,OR ,Mod-High,97.8,61.1,69.2,70.4,87.6
Lincoln County,OR ,Mod-High,97.8,63.4,71,72.3,85.1
Linn County,OR ,Mod-High,97.8,49.2,57.6,60,80.7
Malheur County,OR ,High,97.8,38.9,47.1,49.8,78.2
Marion County,OR ,High,97.8,54.6,65,66.9,85
Morrow County,OR ,High,97.8,46.3,56.3,59.5,71.8
Multnomah County,OR ,Low-Mod,97.8,69.7,79.4,80.1,93.9
Polk County,OR ,Mod-High,97.8,55.9,65.1,67.1,85.4
Sherman County,OR ,Low,97.8,50.2,57.4,60.2,73.3
Tillamook County,OR ,Mod-High,97.8,58.4,66.5,68.7,85.8
Umatilla County,OR ,High,97.8,46.9,56,58.4,77.3
Union County,OR ,Mod-High,97.8,42.4,49.5,51.7,72.4
Wallowa County,OR ,Mod-High,97.8,52.4,59.8,62,80.5
Wasco County,OR ,High,97.8,57.5,67.4,69.3,85.9
Washington County,OR ,Low-Mod,97.8,66.3,77.4,78.2,86.7
Wheeler County,OR ,Low-Mod,97.8,51.1,55.5,57.2,71.9
Yamhill County,OR ,Mod-High,97.8,55,63.8,65.7,85.2
Adams County,PA ,Low,94.4,48.1,55.1,57.1,81.9
Allegheny County,PA ,Low-Mod,94.4,59.8,68.2,69.5,77.7
Armstrong County,PA ,Low,94.4,52,59.3,61.8,88.3
Beaver County,PA ,Low,94.4,47.4,54.2,55.9,57
Bedford County,PA ,Low-Mod,94.4,33.6,38.3,40.7,63.5
Berks County,PA ,Mod-High,94.4,53.6,62.6,64.8,86.2
Blair County,PA ,Low-Mod,94.4,44.9,51.7,54.2,77.9
Bradford County,PA ,Low-Mod,94.4,37,43.2,45.3,63.4
Bucks County,PA ,Low,94.4,62.8,71.8,72.8,86.1
Butler County,PA ,Low,94.4,56.3,64.5,66.2,88.3
Cambria County,PA ,Low-Mod,94.4,49.5,56.4,58.8,82.6
Cameron County,PA ,Low-Mod,94.4,51.9,59,61.5,85.2
Carbon County,PA ,Low-Mod,94.4,55.9,63.6,66,88.3
Centre County,PA ,Low-Mod,94.4,53.6,59.2,59.6,90.9
Chester County,PA ,Low,94.4,59.4,69.3,70.3,86.4
Clarion County,PA ,Low-Mod,94.4,40.3,46,48.1,78.6
Clearfield County,PA ,Mod-High,94.4,45.1,51,53.4,77.1
Clinton County,PA ,Low-Mod,94.4,38.6,44.3,46.5,73.4
Columbia County,PA ,Low-Mod,94.4,55.7,62.7,64.3,91.8
Crawford County,PA ,Mod-High,94.4,44.3,51,53.4,77.5
Cumberland County,PA ,Low,94.4,60.4,69.7,71.7,93.4
Dauphin County,PA ,Low-Mod,94.4,56.5,66.4,68.7,92
Delaware County,PA ,Low-Mod,94.4,63.3,74,74.8,92.8
Elk County,PA ,Low,94.4,51.3,58.5,61.3,84.7
Erie County,PA ,Mod-High,94.4,53,61.4,63.5,81.8
Fayette County,PA ,Mod-High,94.4,51.7,59,61.7,88.9
Forest County,PA ,Mod-High,94.4,67.6,71.2,75,79.1
Franklin County,PA ,Low-Mod,94.4,43.5,50.8,53.2,81.4
Fulton County,PA ,Low,94.4,29.4,33.7,35.9,59.1
Greene County,PA ,Low-Mod,94.4,42.1,48.2,50.5,74.2
Huntingdon County,PA ,Low-Mod,94.4,45,50.7,53.2,75
Indiana County,PA ,Mod-High,94.4,41.4,46.9,48.7,77.2
Jefferson County,PA ,Low-Mod,94.4,44.2,51.3,54.4,83.9
Juniata County,PA ,Low-Mod,94.4,38.5,44.9,48,77.5
Lackawanna County,PA ,Mod-High,94.4,64.8,74.8,76.5,94.2
Lancaster County,PA ,Low-Mod,94.4,55.7,66,68.8,95.6
Lawrence County,PA ,Low-Mod,94.4,48.3,55.4,57.9,76.1
Lebanon County,PA ,Mod-High,94.4,48.9,57.5,59.9,83.6
Lehigh County,PA ,Mod-High,94.4,63.8,74.7,77.1,99.9
Luzerne County,PA ,Mod-High,94.4,55.7,63.9,65.5,81.5
Lycoming County,PA ,Low-Mod,94.4,47.2,54.4,57.1,87.9
McKean County,PA ,Mod-High,94.4,34.4,39.3,41.4,57.4
Mercer County,PA ,Mod-High,94.4,49.7,56.4,59.3,84.2
Mifflin County,PA ,Low-Mod,94.4,46.7,54.8,58.2,86.7
Monroe County,PA ,Low-Mod,94.4,53.3,60.5,62.4,81.7
Montgomery County,PA ,Low,94.4,60.2,69.8,69.9,75.4
Montour County,PA ,Low-Mod,94.4,69.6,80.6,82.9,98.3
Northampton County,PA ,Low-Mod,94.4,58.2,66.4,68.2,88.1
Northumberland County,PA ,Mod-High,94.4,53.4,61.1,63.9,86.2
Perry County,PA ,Low,94.4,45.1,52.4,55.2,87.8
Philadelphia County,PA ,High,94.4,51,60,61.5,74.5
Pike County,PA ,Low,94.4,50,55.7,57,70.5
Potter County,PA ,Low-Mod,94.4,29.3,33.6,35.5,52
Schuylkill County,PA ,Low-Mod,94.4,54.9,62.7,65.4,87.7
Snyder County,PA ,Low,94.4,40.8,46.9,49.2,78.4
Somerset County,PA ,Low-Mod,94.4,43,48.4,50.7,72.6
Sullivan County,PA ,Low-Mod,94.4,43.7,46.7,47.8,67.3
Susquehanna County,PA ,Low,94.4,41.7,47.3,48.8,65.5
Tioga County,PA ,Low-Mod,94.4,38.7,44.5,46.3,70.6
Union County,PA ,Low-Mod,94.4,53.1,59.8,61.5,89.3
Venango County,PA ,Low-Mod,94.4,38.9,44.2,46.1,64.5
Warren County,PA ,Low,94.4,42.8,49.1,50.9,68.8
Washington County,PA ,Low,94.4,56.6,64.7,66.7,86
Wayne County,PA ,Low-Mod,94.4,56,62.4,63.6,76.6
Westmoreland County,PA ,Low,94.4,52.5,59.4,61.2,79.2
Wyoming County,PA ,Low,94.4,54.7,62.2,64.3,85.5
York County,PA ,Low-Mod,94.4,53.1,61.9,64.4,91.4
Adjuntas Muno,PR ,High,95.9,64.9,72.8,72.8,90.4
Aguada Muno,PR ,Low,95.9,63.6,71.3,71.6,81.2
Aguadilla Muno,PR ,Mod-High,95.9,69.1,77.5,77.5,99.9
Aguas Buenas Muno,PR ,Mod-High,95.9,63.9,71.7,71.6,86.7
Aibonito Muno,PR ,Low-Mod,95.9,78.9,88.4,88.5,99.9
Añasco Muno,PR ,Low,95.9,66.7,74.7,74.9,99.2
Arecibo Muno,PR ,Low-Mod,95.9,99.9,99.9,99.9,99.9
Arroyo Muno,PR ,High,95.9,64,71.7,71.8,93.8
Barceloneta Muno,PR ,Low-Mod,95.9,63,70.6,70.7,84.4
Barranquitas Muno,PR ,High,95.9,63,70.7,70.6,76
Bayamón Muno,PR ,Low,95.9,76.9,86.3,86.8,99.9
Cabo Rojo Muno,PR ,Mod-High,95.9,63.6,71.3,71.9,99.9
Caguas Muno,PR ,Low,95.9,69.2,77.5,77.7,97
Camuy Muno,PR ,Low,95.9,67.9,76.1,76.6,96
Canóvanas Muno,PR ,Low-Mod,95.9,64.7,72.5,72.8,79.5
Carolina Muno,PR ,Low,95.9,68.7,77.1,77.9,99.9
Cataño Muno,PR ,High,95.9,62.2,69.7,69.4,82.2
Cayey Muno,PR ,Low-Mod,95.9,71.7,80.4,80.3,99.9
Ceiba Muno,PR ,Low-Mod,95.9,63.2,70.8,71,97.8
Ciales Muno,PR ,High,95.9,71.9,80.6,80.1,98.3
Cidra Muno,PR ,Low-Mod,95.9,66.7,74.7,74.3,79.7
Coamo Muno,PR ,Low-Mod,95.9,62.2,69.8,69.3,87.7
Comerío Muno,PR ,High,95.9,58.9,66,65.9,79.3
Corozal Muno,PR ,High,95.9,67.1,75.2,74.3,86.3
Culebra Muno,PR ,Low,95.9,90.1,99.9,99.9,99.9
Dorado Muno,PR ,Low,95.9,66.3,74.3,73.5,83.5
